payment_id,send_at,payment_method,account_number,payment_status,transaction_id
FP54464,2023-08-04 13:27:22,Mandiri,073486800,Cancelled,FT021463350
FP20808,2022-10-27 15:09:41,BCA,106758159,Cancelled,FT590132633
FP15944,2022-06-22 06:53:31,Danamon,025605008,Success,FT463839330
FP44495,2023-01-08 20:00:47,Jenius,082463542,Cancelled,FT343580679
FP19009,2023-06-16 19:49:12,Danamon,116293109,Failed,FT788735132
FP40263,2022-09-26 19:27:08,Jenius,098890594,Success,FT714350461
FP56474,2022-02-21 15:55:00,Muamalat,013234601,Failed,FT093979005
FP87630,2022-05-31 08:47:22,BCA,094558487,Success,FT961140627
FP94128,2023-10-03 01:42:39,CIMB,116789639,Failed,FT976772233
FP80553,2022-11-24 00:31:57,Muamalat,075067188,Cancelled,FT765341157
FP21114,2022-10-27 02:47:50,Mandiri,047538292,Failed,FT303734082
FP65669,2023-04-14 19:55:55,Muamalat,049388026,Failed,FT415089880
FP58346,2022-08-31 17:57:07,Mandiri,037208781,Failed,FT333122327
FP38185,2022-07-30 11:18:19,BSI,032430622,Cancelled,FT768977840
FP23456,2023-05-12 11:11:30,BNI,124490790,Failed,FT754901193
FP77668,2022-05-28 15:20:04,BCA,127142786,Failed,FT702472668
FP29591,2023-06-24 17:51:49,Mandiri,031254650,Success,FT258061384
FP92794,2022-03-19 09:53:44,Mandiri,085137752,Cancelled,FT893679089
FP25028,2022-04-19 18:55:07,BNI,068832702,Cancelled,FT457062850
FP38877,2023-04-09 21:16:32,BCA,082333274,Cancelled,FT565896547
FP98782,2022-05-27 13:13:09,BNI,060312770,Failed,FT963492130
FP81651,2023-06-14 02:59:01,Danamon,046300612,Success,FT865499170
FP35743,2023-05-18 20:13:38,BNI,085662735,Cancelled,FT101955196
FP28903,2022-04-13 20:07:26,Digibank,021930340,Cancelled,FT477257977
FP83090,2022-05-03 08:59:22,BNI,056704570,Failed,FT180722866
FP67190,2023-12-03 05:06:52,Muamalat,036107210,Success,FT371036937
FP06122,2023-09-19 14:24:40,BNI,014467228,Cancelled,FT527803831
FP82558,2023-05-30 16:30:59,BCA,092090031,Success,FT280236988
FP29186,2022-06-08 21:20:12,BSI,097202549,Failed,FT212704523
FP07037,2022-06-15 21:57:02,Permata,067881246,Cancelled,FT448461056
FP32452,2023-07-07 04:24:56,BRI,082450607,Cancelled,FT838020853
FP44546,2022-09-13 08:54:11,CIMB,114300418,Success,FT568059446
FP36975,2023-03-20 18:40:26,BCA,063078794,Success,FT474007433
FP44551,2022-10-24 03:17:48,BCA,113046809,Failed,FT988531645
FP90063,2022-12-27 15:26:48,CIMB,019912451,Success,FT902625340
FP45660,2022-04-26 03:34:35,CIMB,067934449,Success,FT302597051
FP22512,2022-10-10 02:57:18,BRI,093625450,Failed,FT967166257
FP48036,2022-07-03 23:17:33,Danamon,088512510,Success,FT428826106
FP31779,2022-04-19 06:08:22,Permata,078167373,Cancelled,FT485525065
FP10656,2023-02-13 21:27:24,BSI,076718588,Success,FT377830703
FP88921,2023-07-07 11:13:08,Mandiri,088373652,Failed,FT338910858
FP05530,2022-12-29 05:05:09,Jenius,070777606,Cancelled,FT046245393
FP06704,2023-07-16 01:32:09,BCA,057533339,Failed,FT368011977
FP04057,2023-08-27 21:14:28,Jenius,094059481,Success,FT382080513
FP18815,2023-08-19 17:08:18,Danamon,082399014,Failed,FT212373492
FP62359,2022-04-13 21:48:10,BRI,116422637,Failed,FT654122841
FP74521,2022-03-16 16:08:40,BRI,015713764,Failed,FT344139054
FP95925,2023-02-11 16:12:37,Permata,099336730,Success,FT011748852
FP18184,2022-10-22 15:30:59,CIMB,016452396,Cancelled,FT048347133
FP48971,2022-08-29 07:32:09,Danamon,076320772,Success,FT848861551
FP17839,2023-10-17 03:11:50,Jenius,103540292,Success,FT555741207
FP49761,2023-10-15 01:49:06,Danamon,026086464,Success,FT822093925
FP47755,2023-06-08 19:42:08,BCA,048904511,Cancelled,FT716530961
FP55626,2022-02-20 12:41:11,BCA,037083265,Success,FT165674514
FP38398,2022-10-12 11:14:36,Jenius,010898891,Success,FT176053641
FP46310,2022-08-21 21:09:24,CIMB,039717267,Cancelled,FT895969013
FP47606,2023-12-31 09:04:54,BSI,022891695,Failed,FT502761422
FP72207,2023-01-08 02:43:18,BSI,098355958,Failed,FT817675219
FP36654,2022-07-22 09:53:23,BCA,105572792,Failed,FT286556610
FP60039,2023-08-17 02:45:33,Muamalat,096561249,Failed,FT294624293
FP95331,2023-01-22 03:29:20,BCA,058256576,Success,FT068499166
FP79738,2022-02-15 06:09:37,CIMB,017023355,Cancelled,FT311866198
FP84188,2023-02-04 20:21:12,CIMB,021078053,Cancelled,FT259434232
FP90492,2022-10-24 16:31:14,Muamalat,046413402,Failed,FT009989636
FP68566,2022-11-10 11:05:16,Digibank,046960573,Cancelled,FT202970831
FP50214,2022-03-12 08:16:56,BCA,111335758,Success,FT965964187
FP88564,2022-07-29 13:52:42,Jenius,015819011,Failed,FT814940257
FP91561,2022-10-18 15:08:19,BCA,090840649,Failed,FT370751735
FP81176,2022-11-01 13:20:18,Muamalat,049212053,Cancelled,FT479467429
FP95483,2022-08-31 13:57:46,Permata,088612504,Success,FT564916618
FP95005,2023-03-04 17:07:41,BNI,073954798,Failed,FT423227447
FP31465,2023-03-12 06:20:20,BNI,064160290,Failed,FT740710893
FP17483,2023-09-14 21:24:47,CIMB,095668509,Failed,FT726198699
FP16262,2023-08-01 23:52:03,Digibank,123077460,Success,FT265005271
FP71387,2023-05-05 09:10:13,Mandiri,102678974,Failed,FT019738421
FP49537,2022-11-28 18:21:00,Muamalat,011549152,Success,FT929306142
FP31369,2022-09-13 18:45:50,Danamon,051923576,Cancelled,FT344557534
FP64394,2022-04-16 21:15:28,Digibank,113496637,Cancelled,FT639508182
FP73335,2023-02-02 08:19:41,BCA,054685468,Success,FT059378569
FP89140,2022-08-13 23:14:21,CIMB,086893642,Success,FT931360863
FP45655,2022-03-26 02:26:31,Mandiri,097707895,Failed,FT098139577
FP32297,2022-12-22 01:37:00,Muamalat,098594405,Success,FT780256892
FP46857,2022-06-11 01:47:11,BRI,038851373,Cancelled,FT561054911
FP77581,2023-08-24 23:20:11,Digibank,089432107,Failed,FT576628572
FP60574,2023-11-08 14:35:13,Muamalat,074929049,Success,FT237808155
FP84689,2022-12-04 19:00:30,Muamalat,090099830,Failed,FT207033214
FP50772,2023-01-02 16:36:08,Digibank,059410311,Failed,FT044948046
FP39068,2022-11-03 17:11:41,Digibank,045338575,Cancelled,FT103902576
FP01305,2023-08-03 10:56:55,Mandiri,099835189,Success,FT061727500
FP26023,2022-03-03 03:04:59,BCA,027940208,Cancelled,FT658081295
FP33040,2023-12-14 21:24:58,Muamalat,025270213,Failed,FT748063242
FP84779,2022-11-28 19:27:31,Danamon,041560952,Cancelled,FT515237195
FP41002,2022-01-06 09:28:13,BRI,057239316,Success,FT319768891
FP17100,2023-04-01 10:13:13,Mandiri,122181496,Cancelled,FT118682674
FP58756,2023-07-24 00:29:22,BCA,082993423,Success,FT860687117
FP20787,2022-09-15 15:23:34,Digibank,082587363,Success,FT633699844
FP46465,2023-06-20 02:31:09,CIMB,045206982,Success,FT686205639
FP80197,2023-07-19 20:43:09,Danamon,088034506,Success,FT732410247
FP41218,2022-02-12 13:01:06,CIMB,072751675,Cancelled,FT380839757
FP53245,2022-11-04 12:55:09,BCA,013617257,Success,FT830242948
FP32663,2022-12-25 14:09:17,BCA,088841919,Success,FT897217701
FP22618,2022-02-20 08:07:57,BCA,090574339,Failed,FT478937863
FP71665,2022-04-26 12:48:53,Digibank,111147894,Cancelled,FT178946037
FP83790,2023-04-08 06:19:47,Permata,064253505,Failed,FT172437234
FP52200,2023-09-22 04:06:56,BNI,039511515,Cancelled,FT008234619
FP13080,2022-09-05 07:15:11,BSI,066318985,Failed,FT044983613
FP22098,2022-07-15 11:01:26,Muamalat,093420998,Cancelled,FT392564445
FP10931,2023-12-21 14:47:32,BCA,089803040,Success,FT772695167
FP06920,2023-06-08 15:44:22,CIMB,047691197,Failed,FT411534769
FP05934,2023-07-17 14:21:58,Permata,085470040,Success,FT986127098
FP38037,2022-12-11 06:14:37,BCA,011300676,Cancelled,FT573393388
FP05382,2022-08-06 17:13:58,Permata,076243244,Success,FT218327477
FP70257,2022-12-14 16:04:58,Mandiri,126422805,Success,FT467082110
FP28752,2023-06-12 10:21:17,BNI,093951690,Success,FT728530190
FP63067,2023-10-27 06:31:39,Mandiri,111229563,Failed,FT101529089
FP71016,2023-03-04 22:27:50,BCA,127612151,Cancelled,FT666396156
FP05144,2023-10-08 10:16:06,BCA,119293106,Success,FT103375366
FP12327,2023-03-29 22:38:01,Muamalat,034456374,Cancelled,FT906361305
FP50599,2023-12-26 22:00:00,Muamalat,115656543,Success,FT723431320
FP28061,2023-04-16 04:31:25,BSI,039942760,Failed,FT080125437
FP01284,2023-04-01 07:27:51,BCA,087012794,Cancelled,FT043324498
FP15016,2023-03-13 00:14:07,BNI,119763584,Success,FT118172664
FP18225,2023-06-10 12:45:17,Digibank,012747018,Success,FT158736842
FP52442,2022-11-14 16:13:45,BNI,064303219,Success,FT528810922
FP66132,2023-09-03 19:28:23,Danamon,036864896,Failed,FT801145227
FP59571,2023-09-11 04:26:15,BCA,027108299,Success,FT970531039
FP17492,2023-06-11 22:42:23,BCA,018233403,Failed,FT907861819
FP50912,2022-09-27 12:49:39,Digibank,120764103,Success,FT308530773
FP85056,2022-09-14 12:49:02,CIMB,071110466,Failed,FT852538874
FP55358,2022-09-19 11:17:18,Permata,033389073,Cancelled,FT447255376
FP82839,2022-07-01 10:23:52,BNI,016249237,Failed,FT533540166
FP66787,2022-05-09 03:34:51,BNI,125041038,Success,FT685721584
FP09660,2023-03-23 05:50:09,Mandiri,066419431,Success,FT101404587
FP39177,2023-11-09 19:37:52,CIMB,078906123,Failed,FT873231303
FP89524,2022-11-18 19:14:14,Jenius,037874335,Failed,FT725931957
FP18460,2022-08-31 19:21:53,BNI,033890737,Failed,FT167412623
FP16025,2022-11-14 16:05:08,BCA,094371004,Failed,FT024492224
FP40869,2023-05-02 01:44:16,Mandiri,097172682,Failed,FT752883840
FP39505,2022-11-27 05:41:07,Danamon,039156831,Cancelled,FT556192267
FP08750,2023-05-21 02:36:49,BCA,101669120,Failed,FT032907230
FP55587,2023-01-30 01:24:28,Muamalat,018912025,Failed,FT348911880
FP06712,2023-08-01 02:46:13,BRI,050684531,Failed,FT920154357
FP92798,2022-06-03 02:31:42,Digibank,013175540,Success,FT161154122
FP35382,2022-03-26 14:36:46,BSI,046694153,Failed,FT575178969
FP11023,2023-05-18 21:46:32,BRI,089239847,Success,FT085916587
FP12720,2022-11-17 18:37:18,Danamon,010629853,Cancelled,FT103792408
FP08201,2022-04-07 12:05:35,BSI,104587885,Success,FT239252650
FP72269,2023-12-27 17:35:44,BCA,117177114,Success,FT626186354
FP73885,2022-09-06 18:18:11,Danamon,060939564,Cancelled,FT533277793
FP55556,2023-02-08 03:16:56,BCA,033387444,Failed,FT587471426
FP28186,2023-11-08 04:53:49,Danamon,012143243,Success,FT148768210
FP64001,2023-01-16 00:59:20,BNI,123771054,Cancelled,FT896042497
FP95967,2022-04-22 19:25:24,BRI,113462920,Failed,FT130351078
FP63527,2023-02-23 06:36:02,Danamon,010862225,Cancelled,FT332169228
FP23514,2022-02-05 07:29:45,CIMB,031387310,Failed,FT264248011
FP20149,2023-12-07 02:46:12,BRI,113442885,Failed,FT950380135
FP01569,2022-11-15 17:00:28,BRI,119133415,Failed,FT512721183
FP08475,2023-07-19 03:51:01,Permata,117729915,Cancelled,FT126857400
FP36686,2023-04-19 05:25:52,BNI,068681348,Success,FT356901187
FP49724,2022-11-25 03:51:44,Permata,095978723,Cancelled,FT505648941
FP76895,2022-06-25 03:57:25,BNI,102141634,Success,FT362842884
FP99782,2023-11-16 17:18:29,Danamon,013528362,Success,FT057666926
FP32259,2023-06-05 20:55:46,BRI,049632167,Cancelled,FT587007775
FP46452,2022-06-26 14:56:38,Jenius,066434995,Cancelled,FT662189897
FP91732,2023-03-23 23:37:56,Jenius,035008352,Success,FT448704023
FP75986,2022-05-09 06:11:06,Mandiri,089980853,Cancelled,FT801765914
FP12867,2023-07-16 20:38:46,BCA,129506249,Cancelled,FT116971916
FP06663,2023-07-26 07:36:40,CIMB,072803248,Cancelled,FT643405743
FP65664,2022-05-05 20:13:30,Danamon,040442275,Failed,FT969379562
FP35578,2023-05-25 17:25:01,Jenius,073530235,Failed,FT631425243
FP07077,2022-07-11 21:22:15,BSI,045322109,Failed,FT202237413
FP30647,2022-12-17 18:57:47,BRI,029347207,Failed,FT403898661
FP72876,2022-06-17 13:33:16,Jenius,061956478,Failed,FT785676605
FP61013,2023-06-30 17:59:40,Danamon,127685476,Failed,FT219106197
FP19188,2022-10-05 00:34:09,CIMB,093105815,Failed,FT115250546
FP66670,2023-10-18 04:09:26,Jenius,124714395,Success,FT634410063
FP06465,2023-06-13 13:51:38,Mandiri,029234792,Success,FT392179818
FP19521,2022-05-14 20:03:45,Jenius,058936676,Cancelled,FT559659144
FP84665,2022-07-31 02:07:27,CIMB,106260427,Success,FT942302205
FP92224,2022-12-18 07:13:21,BSI,030693623,Cancelled,FT743797261
FP64773,2023-08-21 10:02:18,Jenius,111619704,Failed,FT564965533
FP38929,2023-10-21 14:59:29,Jenius,092741157,Failed,FT976816988
FP80888,2023-10-21 20:23:21,BRI,120227307,Failed,FT162061844
FP00416,2022-07-30 06:03:27,BSI,086900768,Failed,FT363287603
FP50844,2022-10-06 02:59:23,BNI,109613437,Cancelled,FT436659399
FP99804,2023-11-09 01:47:59,Permata,023249822,Success,FT672142192
FP58139,2023-09-30 23:19:12,BNI,038044889,Cancelled,FT966515065
FP37996,2022-02-24 17:01:19,BRI,118433022,Failed,FT819940320
FP40311,2022-07-17 07:01:34,Permata,114792217,Failed,FT163567465
FP86679,2023-06-20 01:39:21,Digibank,039866396,Cancelled,FT451773863
FP13042,2022-09-12 06:53:08,BNI,040460888,Failed,FT773743167
FP06831,2022-08-06 20:56:08,BNI,090749287,Failed,FT656242674
FP49055,2022-01-05 08:17:50,BNI,010891076,Success,FT753751231
FP13821,2023-08-08 18:14:41,Mandiri,080697527,Failed,FT002334113
FP25414,2023-10-29 12:16:01,Digibank,116768016,Success,FT364331145
FP66068,2022-11-07 16:29:23,Jenius,070120884,Cancelled,FT401032262
FP96061,2022-06-30 01:44:52,Permata,125602040,Cancelled,FT210489675
FP22585,2023-01-21 17:39:31,BNI,020228671,Success,FT396526482
FP70552,2023-04-06 17:13:43,BCA,113465367,Failed,FT511867318
FP59326,2023-10-17 09:18:42,BSI,039194275,Success,FT144674035
FP89854,2022-04-24 12:37:07,BCA,082299020,Cancelled,FT114301420
FP13545,2022-03-13 08:53:06,Digibank,078922453,Success,FT992682820
FP74473,2022-10-05 14:15:57,BSI,075543893,Cancelled,FT383946905
FP95928,2023-05-03 13:22:07,Permata,127116262,Failed,FT160469064
FP25687,2022-03-26 08:10:59,Jenius,033347581,Failed,FT426714516
FP44627,2022-01-14 07:40:00,CIMB,106495441,Success,FT981002233
FP57348,2022-07-13 18:01:39,Muamalat,086274423,Failed,FT042559412
FP01813,2022-01-28 17:42:08,BSI,067311402,Failed,FT216038547
FP44214,2022-04-10 00:16:53,Jenius,024625814,Success,FT431087815
FP75766,2022-11-22 19:40:31,Mandiri,031935296,Cancelled,FT431981475
FP22525,2023-12-26 08:21:19,CIMB,088997818,Failed,FT766020969
FP50515,2023-12-13 18:13:26,BRI,062481269,Cancelled,FT728699569
FP18601,2022-05-06 10:50:58,Jenius,061667068,Failed,FT372689575
FP82563,2022-10-07 22:32:44,Permata,081929508,Success,FT071763403
FP20501,2022-05-14 19:26:52,Muamalat,100191880,Failed,FT887848628
FP68851,2022-07-09 11:52:20,Permata,073317678,Success,FT609401427
FP44154,2022-10-09 22:23:21,BNI,052278291,Cancelled,FT566628186
FP72750,2023-04-11 03:01:33,Mandiri,111797655,Failed,FT846266756
FP29020,2022-06-04 22:54:04,Mandiri,037818207,Success,FT151953857
FP63922,2022-06-30 07:50:36,BCA,115805404,Failed,FT826328179
FP74741,2022-03-28 22:47:39,Jenius,119665381,Success,FT219934752
FP40985,2022-09-01 04:20:25,BCA,010623480,Cancelled,FT595621974
FP30780,2022-08-16 01:01:48,CIMB,117308200,Cancelled,FT680011959
FP39853,2023-11-16 00:56:22,Permata,116603838,Failed,FT739028754
FP05287,2022-07-26 15:51:47,Muamalat,089119352,Failed,FT767319136
FP57841,2022-03-13 23:01:11,BNI,051741127,Cancelled,FT648061594
FP72046,2022-01-16 11:00:57,Danamon,038615551,Success,FT362267309
FP91664,2022-05-16 06:49:01,BRI,091697383,Success,FT406550532
FP34808,2023-06-23 00:48:17,Jenius,016058800,Failed,FT759637925
FP08238,2023-11-28 18:25:20,BRI,121658328,Success,FT926640473
FP69741,2023-10-31 03:20:38,BCA,053072085,Cancelled,FT633410863
FP56422,2022-01-05 21:47:23,BRI,014326356,Success,FT831690261
FP34751,2022-07-12 05:08:39,CIMB,050159749,Failed,FT651471303
FP73757,2023-11-22 09:48:36,BNI,031804699,Success,FT045503852
FP51170,2023-11-24 10:10:27,BCA,071084945,Success,FT943853443
FP25213,2023-12-31 01:20:02,Jenius,065829242,Cancelled,FT448066387
FP47338,2023-06-08 06:58:15,BCA,112506625,Success,FT075124336
FP56124,2023-09-24 16:24:42,Mandiri,064062615,Cancelled,FT389387537
FP01403,2022-05-21 02:55:04,CIMB,036195235,Failed,FT456004302
FP44102,2023-09-02 08:24:45,Mandiri,084450579,Failed,FT479306150
FP06356,2023-09-16 22:39:52,BRI,107425931,Failed,FT967166257
FP91369,2022-08-30 20:04:24,Mandiri,119725247,Failed,FT541019539
FP89410,2022-01-14 10:40:07,BCA,049374878,Failed,FT464434000
FP86589,2022-09-03 18:34:46,BRI,079624187,Failed,FT779270935
FP88973,2023-11-01 05:23:50,CIMB,115847158,Cancelled,FT597325552
FP54168,2022-01-09 03:05:47,Permata,045881802,Success,FT320455682
FP57295,2022-08-20 18:30:48,Digibank,057026927,Success,FT059481906
FP91376,2023-01-23 04:52:56,Muamalat,032427279,Cancelled,FT168940708
FP14566,2022-10-09 16:55:04,BSI,025103254,Success,FT090130268
FP97129,2023-03-13 14:26:04,Jenius,118829584,Failed,FT566702281
FP74250,2023-04-15 07:03:47,Danamon,088110585,Cancelled,FT101774403
FP99625,2023-03-21 21:52:34,BRI,120476844,Failed,FT697396550
FP85707,2023-02-14 04:41:58,Danamon,092842962,Success,FT906039482
FP82370,2023-02-25 20:05:33,Danamon,046250270,Success,FT001925962
FP42946,2023-03-14 20:59:42,Permata,095771085,Cancelled,FT501621916
FP00975,2023-12-05 01:26:28,Mandiri,058075168,Failed,FT060233029
FP80160,2023-10-20 15:44:01,BCA,079617204,Cancelled,FT829693018
FP57944,2022-08-24 06:03:41,Muamalat,102185548,Cancelled,FT947431398
FP32226,2022-06-05 23:01:06,Muamalat,043784969,Cancelled,FT232028532
FP05392,2022-08-25 23:23:49,Jenius,060751920,Failed,FT865499170
FP03052,2022-02-07 19:26:38,Muamalat,122651120,Success,FT223631610
FP39983,2022-02-27 17:53:26,CIMB,028828714,Failed,FT256241659
FP10173,2022-04-24 10:18:39,Mandiri,105396664,Failed,FT009614910
FP33597,2022-01-25 22:38:01,Mandiri,067312090,Cancelled,FT747761710
FP62075,2022-01-11 20:41:34,BRI,076841086,Cancelled,FT178877176
FP84598,2022-12-16 00:38:00,Muamalat,087207444,Success,FT817233836
FP92594,2022-05-04 05:51:53,BSI,128042131,Success,FT473729530
FP39929,2022-05-26 10:58:20,Jenius,041091104,Success,FT061659238
FP60024,2022-01-19 14:25:06,Digibank,026924225,Success,FT853345897
FP48039,2023-07-31 08:17:40,Mandiri,089683862,Failed,FT059670139
FP09009,2023-04-16 11:16:30,Mandiri,089939095,Success,FT391865409
FP31268,2022-12-18 09:23:23,BNI,060465795,Failed,FT114385965
FP60504,2022-05-17 10:29:16,Muamalat,090802111,Cancelled,FT172437234
FP90582,2022-01-26 19:12:11,BCA,078259935,Cancelled,FT113646270
FP78358,2022-01-20 06:11:55,Danamon,076670901,Failed,FT308530773
FP08301,2023-08-03 00:32:25,Mandiri,038943566,Cancelled,FT173413838
FP68282,2022-02-02 08:52:50,Permata,083790191,Failed,FT865563545
FP75153,2022-06-28 17:06:20,Permata,045074538,Cancelled,FT026669463
FP82704,2022-12-23 19:17:24,Danamon,051393847,Success,FT783235241
FP98941,2023-02-27 08:33:16,BSI,076507252,Cancelled,FT711338894
FP24674,2022-08-04 11:48:30,Jenius,085395109,Cancelled,FT427322147
FP11057,2022-09-16 20:49:04,BSI,068096784,Failed,FT802385408
FP74157,2022-01-25 22:16:32,BSI,085823419,Cancelled,FT592589110
FP17945,2022-12-13 15:55:21,BNI,011333928,Cancelled,FT852538874
FP99898,2023-04-17 06:59:26,CIMB,058579651,Failed,FT676537780
FP19154,2022-04-13 18:58:38,Jenius,036152854,Success,FT125035720
FP05824,2023-11-15 18:52:34,CIMB,039291660,Cancelled,FT545884795
FP64438,2023-05-13 09:06:38,BNI,085571538,Failed,FT375676625
FP67147,2022-11-09 04:50:06,Permata,027718977,Failed,FT056308696
FP66822,2022-05-18 05:04:05,BRI,043805673,Failed,FT735989093
FP81475,2022-08-20 15:13:10,Digibank,087098776,Failed,FT116971916
FP08896,2023-03-30 03:43:39,BSI,110204330,Failed,FT258336564
FP44616,2022-12-10 10:42:31,Mandiri,121763006,Failed,FT003186132
FP27324,2023-11-28 18:02:00,BSI,124266843,Failed,FT449844952
FP28819,2023-07-12 13:39:23,BNI,067569898,Success,FT694205349
FP75607,2023-12-06 12:29:56,Muamalat,068933520,Cancelled,FT783978583
FP91639,2022-07-17 06:14:42,CIMB,058715839,Failed,FT564916618
FP35794,2023-10-08 00:44:01,Permata,083100383,Success,FT623956873
FP05295,2022-03-15 19:21:07,Digibank,076276952,Success,FT007195985
FP82050,2023-11-20 16:05:23,Danamon,031054973,Failed,FT678838571
FP43530,2022-10-27 00:08:08,CIMB,078865442,Success,FT013510208
FP43427,2023-06-13 11:29:45,CIMB,085602698,Success,FT127949808
FP90465,2022-10-28 14:14:36,Permata,129646154,Success,FT559894490
FP57611,2023-01-05 15:53:54,CIMB,085981092,Cancelled,FT867747377
FP52536,2023-11-22 19:11:48,Jenius,083066090,Failed,FT390423416
FP20032,2023-06-06 15:06:54,Permata,075644763,Cancelled,FT626379574
FP36157,2023-10-20 05:04:48,BCA,010781555,Cancelled,FT913868633
FP00745,2022-08-10 05:00:08,Danamon,066804172,Cancelled,FT197360231
FP90940,2023-05-02 06:42:17,Mandiri,054114926,Cancelled,FT932603630
FP31875,2023-12-25 22:59:43,BSI,099585468,Cancelled,FT711039821
FP62467,2022-09-24 05:18:08,BSI,043851122,Success,FT059613494
FP28241,2022-10-12 02:42:05,CIMB,054593194,Cancelled,FT014644958
FP65629,2023-09-30 00:42:31,Jenius,092264485,Success,FT850247353
FP23867,2022-01-22 15:23:16,Jenius,051446930,Failed,FT390986463
FP31288,2023-12-10 08:34:31,Jenius,065795130,Failed,FT859480946
FP82212,2022-06-13 22:45:58,Jenius,123720322,Cancelled,FT579562190
FP99278,2022-04-07 12:44:57,BCA,084042262,Success,FT687824094
FP59400,2022-07-13 06:34:41,BNI,114811790,Cancelled,FT512712688
FP78728,2022-07-02 00:37:12,Muamalat,011224862,Failed,FT315580189
FP99926,2022-07-10 23:49:13,BNI,063546750,Success,FT342711552
FP75490,2022-05-24 20:23:40,CIMB,012240269,Success,FT604534363
FP89635,2022-01-13 18:48:47,Jenius,044883128,Failed,FT468977373
FP92877,2023-05-06 15:05:40,BSI,035678135,Cancelled,FT838072595
FP48259,2023-04-25 09:48:28,CIMB,068761158,Success,FT513841256
FP74173,2023-05-08 18:12:30,BRI,041288056,Success,FT534156244
FP40322,2022-02-13 14:59:31,Jenius,081846681,Failed,FT929552697
FP20947,2023-04-25 19:02:01,Digibank,012954131,Success,FT580078899
FP08791,2022-09-29 15:45:56,BSI,019462574,Failed,FT608246302
FP54969,2022-01-14 13:57:33,Danamon,055653091,Cancelled,FT121348267
FP11522,2022-01-21 01:36:08,CIMB,029057199,Failed,FT563935642
FP70238,2023-09-26 18:30:34,BSI,026741576,Failed,FT798006372
FP98426,2022-07-30 11:47:20,Mandiri,068650706,Failed,FT424979872
FP92807,2022-08-10 19:19:15,Danamon,055490319,Success,FT855577442
FP75475,2022-06-24 16:18:46,Muamalat,107114747,Success,FT934489954
FP00143,2023-04-26 08:56:28,BNI,099199126,Failed,FT076951434
FP75571,2022-12-30 15:11:57,BSI,100526675,Success,FT982085920
FP62084,2023-07-07 17:54:03,BNI,058913042,Success,FT502295141
FP41139,2022-12-14 03:13:04,Digibank,093664848,Success,FT344913414
FP22618,2023-03-09 15:02:25,Digibank,102481695,Failed,FT717153142
FP98001,2022-06-13 23:09:21,BNI,097442008,Success,FT980987773
FP71905,2022-02-25 05:02:39,CIMB,090219076,Cancelled,FT865835723
